divipola,nivel,departamento,municipio,dimension,indicador_id,indicador,unidad,fuente,valor,fecha_corte
17,municipal,Caldas,Viterbo,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,107.0,2026-09-05
17,municipal,Caldas,Viterbo,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0,2026-09-05
17,municipal,Caldas,Viterbo,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0,2026-09-05
17,municipal,Caldas,Viterbo,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,5.0,2026-09-05
17,municipal,Caldas,Viterbo,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,2.0,2026-09-05
17,municipal,Caldas,Viterbo,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,0.0,2026-09-05
17,municipal,Caldas,Viterbo,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0,2026-09-05
17,municipal,Caldas,Viterbo,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,1.0,2026-09-05
52,municipal,Nariño,Pasto,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,34,2026-09-05
52,municipal,Nariño,Pasto,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,3,2026-09-05
52,municipal,Nariño,Pasto,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,15541,2026-09-05
52,municipal,Nariño,Pasto,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,794,2026-09-05
25,municipal,Cundinamarca,Soacha,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,8,2026-09-05
25,municipal,Cundinamarca,Soacha,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
25,municipal,Cundinamarca,Soacha,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,14415,2026-09-05
25,municipal,Cundinamarca,Soacha,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,440,2026-09-05
27,municipal,Chocó,Quibdó,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,97,2026-09-05
27,municipal,Chocó,Quibdó,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,27,2026-09-05
27,municipal,Chocó,Quibdó,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,31992,2026-09-05
27,municipal,Chocó,Quibdó,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1501,2026-09-05
05,municipal,Antioquia,Peñol,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,10,2026-09-05
05,municipal,Antioquia,Peñol,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Peñol,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,3383,2026-09-05
05,municipal,Antioquia,Peñol,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,109,2026-09-05
66,municipal,Risaralda,Pereira,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,165,2026-09-05
66,municipal,Risaralda,Pereira,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,165,2026-09-05
66,municipal,Risaralda,Pereira,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,58052,2026-09-05
66,municipal,Risaralda,Pereira,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,2696,2026-09-05
76,municipal,Valle del Cauca,Buenaventura,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,102,2026-09-05
76,municipal,Valle del Cauca,Buenaventura,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,26,2026-09-05
76,municipal,Valle del Cauca,Buenaventura,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,37793,2026-09-05
76,municipal,Valle del Cauca,Buenaventura,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1851,2026-09-05
05,municipal,Antioquia,Medellín,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,274,2026-09-05
05,municipal,Antioquia,Medellín,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Medellín,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,206266,2026-09-05
05,municipal,Antioquia,Medellín,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,8151,2026-09-05
73,municipal,Tolima,Ibagué,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,8,2026-09-05
73,municipal,Tolima,Ibagué,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
73,municipal,Tolima,Ibagué,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,5892,2026-09-05
73,municipal,Tolima,Ibagué,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,307,2026-09-05
05,municipal,Antioquia,Itagüí,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,20,2026-09-05
05,municipal,Antioquia,Itagüí,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Itagüí,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,16408,2026-09-05
05,municipal,Antioquia,Itagüí,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,643,2026-09-05
76,municipal,Valle del Cauca,Cali,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,101,2026-09-05
76,municipal,Valle del Cauca,Cali,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
76,municipal,Valle del Cauca,Cali,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,57491,2026-09-05
76,municipal,Valle del Cauca,Cali,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,2421,2026-09-05
05,municipal,Antioquia,Copacabana,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,10,2026-09-05
05,municipal,Antioquia,Copacabana,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Copacabana,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,8373,2026-09-05
05,municipal,Antioquia,Copacabana,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,317,2026-09-05
52,municipal,Nariño,Ipiales,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,5,2026-09-05
52,municipal,Nariño,Ipiales,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
52,municipal,Nariño,Ipiales,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2598,2026-09-05
52,municipal,Nariño,Ipiales,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,123,2026-09-05
23,municipal,Córdoba,Montería,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,12,2026-09-05
23,municipal,Córdoba,Montería,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
23,municipal,Córdoba,Montería,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,5272,2026-09-05
23,municipal,Córdoba,Montería,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,271,2026-09-05
25,municipal,Cundinamarca,Funza,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,7,2026-09-05
25,municipal,Cundinamarca,Funza,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
25,municipal,Cundinamarca,Funza,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4671,2026-09-05
25,municipal,Cundinamarca,Funza,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,157,2026-09-05
25,municipal,Cundinamarca,Madrid,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,3,2026-09-05
25,municipal,Cundinamarca,Madrid,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
25,municipal,Cundinamarca,Madrid,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,6121,2026-09-05
25,municipal,Cundinamarca,Madrid,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,213,2026-09-05
05,municipal,Antioquia,Turbo,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,177,2026-09-05
05,municipal,Antioquia,Turbo,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
05,municipal,Antioquia,Turbo,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,32475,2026-09-05
05,municipal,Antioquia,Turbo,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1491,2026-09-05
05,municipal,Antioquia,Envigado,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,15,2026-09-05
05,municipal,Antioquia,Envigado,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Envigado,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,10616,2026-09-05
05,municipal,Antioquia,Envigado,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,540,2026-09-05
25,municipal,Cundinamarca,Tocancipá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,4,2026-09-05
25,municipal,Cundinamarca,Tocancipá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
25,municipal,Cundinamarca,Tocancipá,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,3602,2026-09-05
25,municipal,Cundinamarca,Tocancipá,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,120,2026-09-05
63,municipal,Quindío,Armenia,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,62,2026-09-05
63,municipal,Quindío,Armenia,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,6,2026-09-05
63,municipal,Quindío,Armenia,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,29374,2026-09-05
63,municipal,Quindío,Armenia,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1467,2026-09-05
41,municipal,Huila,Pitalito,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,8,2026-09-05
41,municipal,Huila,Pitalito,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
41,municipal,Huila,Pitalito,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,6124,2026-09-05
41,municipal,Huila,Pitalito,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,210,2026-09-05
76,municipal,Valle del Cauca,Candelaria,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,35,2026-09-05
76,municipal,Valle del Cauca,Candelaria,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
76,municipal,Valle del Cauca,Candelaria,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,12699,2026-09-05
76,municipal,Valle del Cauca,Candelaria,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,516,2026-09-05
05,municipal,Antioquia,Carepa,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,7,2026-09-05
05,municipal,Antioquia,Carepa,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Carepa,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,3945,2026-09-05
05,municipal,Antioquia,Carepa,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,116,2026-09-05
05,municipal,Antioquia,La Ceja,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,10,2026-09-05
05,municipal,Antioquia,La Ceja,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,La Ceja,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,7165,2026-09-05
05,municipal,Antioquia,La Ceja,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,250,2026-09-05
25,municipal,Cundinamarca,Zipaquirá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,6,2026-09-05
25,municipal,Cundinamarca,Zipaquirá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
25,municipal,Cundinamarca,Zipaquirá,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4505,2026-09-05
25,municipal,Cundinamarca,Zipaquirá,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,169,2026-09-05
25,municipal,Cundinamarca,Facatativá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,9,2026-09-05
25,municipal,Cundinamarca,Facatativá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,3,2026-09-05
25,municipal,Cundinamarca,Facatativá,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,8086,2026-09-05
25,municipal,Cundinamarca,Facatativá,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,347,2026-09-05
05,municipal,Antioquia,Barbosa,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,12,2026-09-05
05,municipal,Antioquia,Barbosa,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Barbosa,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4150,2026-09-05
05,municipal,Antioquia,Barbosa,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,165,2026-09-05
70,municipal,Sucre,Sincelejo,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,3,2026-09-05
70,municipal,Sucre,Sincelejo,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
70,municipal,Sucre,Sincelejo,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2594,2026-09-05
70,municipal,Sucre,Sincelejo,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,94,2026-09-05
76,municipal,Valle del Cauca,Palmira,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,66,2026-09-05
76,municipal,Valle del Cauca,Palmira,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,6,2026-09-05
76,municipal,Valle del Cauca,Palmira,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,24243,2026-09-05
76,municipal,Valle del Cauca,Palmira,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1014,2026-09-05
17,municipal,Caldas,Manizales,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,113,2026-09-05
17,municipal,Caldas,Manizales,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,19,2026-09-05
17,municipal,Caldas,Manizales,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,37902,2026-09-05
17,municipal,Caldas,Manizales,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,1472,2026-09-05
13,municipal,Bolívar,San Pablo,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,1,2026-09-05
13,municipal,Bolívar,San Pablo,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
13,municipal,Bolívar,San Pablo,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,1611,2026-09-05
13,municipal,Bolívar,San Pablo,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,57,2026-09-05
13,municipal,Bolívar,Santa Rosa del Sur,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,1,2026-09-05
13,municipal,Bolívar,Santa Rosa del Sur,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
13,municipal,Bolívar,Santa Rosa del Sur,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,1607,2026-09-05
13,municipal,Bolívar,Santa Rosa del Sur,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,58,2026-09-05
05,municipal,Antioquia,Guarne,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,9,2026-09-05
05,municipal,Antioquia,Guarne,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Guarne,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4264,2026-09-05
05,municipal,Antioquia,Guarne,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,167,2026-09-05
08,municipal,Atlántico,Palmar de Varela,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,1,2026-09-05
08,municipal,Atlántico,Palmar de Varela,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
08,municipal,Atlántico,Palmar de Varela,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,1596,2026-09-05
08,municipal,Atlántico,Palmar de Varela,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,92,2026-09-05
41,municipal,Huila,Neiva,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,32,2026-09-05
41,municipal,Huila,Neiva,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
41,municipal,Huila,Neiva,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,16745,2026-09-05
41,municipal,Huila,Neiva,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,767,2026-09-05
27,municipal,Chocó,Nuevo Belén de Bajirá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,9,2026-09-05
27,municipal,Chocó,Nuevo Belén de Bajirá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,4,2026-09-05
27,municipal,Chocó,Nuevo Belén de Bajirá,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2797,2026-09-05
27,municipal,Chocó,Nuevo Belén de Bajirá,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,127,2026-09-05
05,municipal,Antioquia,Sabaneta,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,6,2026-09-05
05,municipal,Antioquia,Sabaneta,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Sabaneta,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,5280,2026-09-05
05,municipal,Antioquia,Sabaneta,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,214,2026-09-05
23,municipal,Córdoba,Lorica,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,100,2026-09-05
23,municipal,Córdoba,Lorica,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,41,2026-09-05
23,municipal,Córdoba,Lorica,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,13658,2026-09-05
23,municipal,Córdoba,Lorica,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,780,2026-09-05
76,municipal,Valle del Cauca,Tuluá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,69,2026-09-05
76,municipal,Valle del Cauca,Tuluá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,12,2026-09-05
76,municipal,Valle del Cauca,Tuluá,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,16576,2026-09-05
76,municipal,Valle del Cauca,Tuluá,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,739,2026-09-05
50,municipal,Meta,Villavicencio,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,10,2026-09-05
50,municipal,Meta,Villavicencio,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
50,municipal,Meta,Villavicencio,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,6756,2026-09-05
50,municipal,Meta,Villavicencio,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,289,2026-09-05
76,municipal,Valle del Cauca,Jamundí,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,57,2026-09-05
76,municipal,Valle del Cauca,Jamundí,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,10,2026-09-05
76,municipal,Valle del Cauca,Jamundí,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,14103,2026-09-05
76,municipal,Valle del Cauca,Jamundí,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,298,2026-09-05
05,municipal,Antioquia,Apartadó,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,5,2026-09-05
05,municipal,Antioquia,Apartadó,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,Apartadó,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4025,2026-09-05
05,municipal,Antioquia,Apartadó,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,170,2026-09-05
05,municipal,Antioquia,El Bagre,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,3,2026-09-05
05,municipal,Antioquia,El Bagre,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
05,municipal,Antioquia,El Bagre,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2949,2026-09-05
05,municipal,Antioquia,El Bagre,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,97,2026-09-05
17,municipal,Caldas,Chinchiná,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,23,2026-09-05
17,municipal,Caldas,Chinchiná,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,5,2026-09-05
17,municipal,Caldas,Chinchiná,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,4797,2026-09-05
17,municipal,Caldas,Chinchiná,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,244,2026-09-05
19,municipal,Cauca,Santander de Quilichao,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,53,2026-09-05
19,municipal,Cauca,Santander de Quilichao,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
19,municipal,Cauca,Santander de Quilichao,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,10464,2026-09-05
19,municipal,Cauca,Santander de Quilichao,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,544,2026-09-05
41,municipal,Huila,Garzón,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,5,2026-09-05
41,municipal,Huila,Garzón,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
41,municipal,Huila,Garzón,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2925,2026-09-05
41,municipal,Huila,Garzón,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,120,2026-09-05
19,municipal,Cauca,Guapi,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,12,2026-09-05
19,municipal,Cauca,Guapi,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
19,municipal,Cauca,Guapi,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,2994,2026-09-05
19,municipal,Cauca,Guapi,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,162,2026-09-05
17,municipal,Caldas,Villamaría,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,29,2026-09-05
17,municipal,Caldas,Villamaría,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,5,2026-09-05
17,municipal,Caldas,Villamaría,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,5858,2026-09-05
17,municipal,Caldas,Villamaría,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,268,2026-09-05
19,municipal,Cauca,Timbío,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,28,2026-09-05
19,municipal,Cauca,Timbío,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,1,2026-09-05
19,municipal,Cauca,Timbío,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,3851,2026-09-05
19,municipal,Cauca,Timbío,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,205,2026-09-05
76,municipal,Valle del Cauca,Cartago,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,37,2026-09-05
76,municipal,Valle del Cauca,Cartago,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,12,2026-09-05
76,municipal,Valle del Cauca,Cartago,Educación,sedes_edu_matricula_afectada,Matrícula afectada,Número,FundacionExe,13276,2026-09-05
76,municipal,Valle del Cauca,Cartago,Educación,sedes_edu_docentes_afectados,Docentes afectados,Número,FundacionExe,576,2026-09-05
25,municipal,Cundinamarca,Cajicá,Educación,sedes_edu_n_sedes,Sedes educativas afectadas,Número,FundacionExe,2,2026-09-05
25,municipal,Cundinamarca,Cajicá,Educación,sedes_edu_n_sedes_criticas,Sedes educativas en estado crítico,Número,FundacionExe,0,2026-09-05
