nivel,departamento,municipio,dimension,indicador_id,indicador,unidad,fuente,valor
municipal,Risaralda,Mistrató,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,15.0
municipal,Risaralda,Mistrató,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Mistrató,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Mistrató,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Mistrató,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,2.0
municipal,Risaralda,Pereira,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,97.0
municipal,Risaralda,Pereira,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,259.0
municipal,Risaralda,Pereira,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,87.0
municipal,Risaralda,Pereira,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,260.0
municipal,Risaralda,Pereira,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,42000.0
municipal,Risaralda,Pereira,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,29974.0
municipal,Risaralda,Pereira,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,9134.0
municipal,Risaralda,Pereira,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,66.0
municipal,Risaralda,Pereira,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,34.0
municipal,Risaralda,Pereira,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,165.0
municipal,Risaralda,Pereira,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pereira,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pereira,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Pereira,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,986.0
municipal,Risaralda,Pueblo Rico,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,879.0
municipal,Risaralda,Pueblo Rico,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,80.0
municipal,Risaralda,Pueblo Rico,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,49.0
municipal,Risaralda,Pueblo Rico,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Pueblo Rico,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Pueblo Rico,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Pueblo Rico,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,921.0
municipal,Risaralda,Quinchía,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,421.0
municipal,Risaralda,Quinchía,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,51.0
municipal,Risaralda,Quinchía,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,43.0
municipal,Risaralda,Quinchía,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Risaralda,Quinchía,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,9.0
municipal,Risaralda,Quinchía,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Quinchía,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Risaralda,Santa Rosa de Cabal,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santa Rosa de Cabal,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,4.0
municipal,Risaralda,Santa Rosa de Cabal,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santa Rosa de Cabal,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santa Rosa de Cabal,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,4620.0
municipal,Risaralda,Santa Rosa de Cabal,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,4360.0
municipal,Risaralda,Santa Rosa de Cabal,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,65.0
municipal,Risaralda,Santa Rosa de Cabal,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santa Rosa de Cabal,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santa Rosa de Cabal,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santa Rosa de Cabal,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santa Rosa de Cabal,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santa Rosa de Cabal,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santa Rosa de Cabal,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Risaralda,Santuario,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santuario,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,6.0
municipal,Risaralda,Santuario,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santuario,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santuario,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,823.0
municipal,Risaralda,Santuario,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,490.0
municipal,Risaralda,Santuario,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,142.0
municipal,Risaralda,Santuario,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santuario,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Risaralda,Santuario,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,5.0
municipal,Risaralda,Santuario,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,5.0
municipal,Risaralda,Santuario,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,6.0
municipal,Risaralda,Santuario,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Risaralda,Santuario,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Armenia,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Armenia,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,161.0
municipal,Quindío,Armenia,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Armenia,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Armenia,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,12098.0
municipal,Quindío,Armenia,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,15809.0
municipal,Quindío,Armenia,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,847.0
municipal,Quindío,Armenia,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,115.0
municipal,Quindío,Armenia,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,9.0
municipal,Quindío,Armenia,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,42.0
municipal,Quindío,Armenia,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,190.0
municipal,Quindío,Armenia,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Quindío,Armenia,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Armenia,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,497.0
municipal,Quindío,Buenavista,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,497.0
municipal,Quindío,Buenavista,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,29.0
municipal,Quindío,Buenavista,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,12.0
municipal,Quindío,Buenavista,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,22.0
municipal,Quindío,Buenavista,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Buenavista,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Buenavista,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,14.0
municipal,Quindío,Calarcá,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,6033.0
municipal,Quindío,Calarcá,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,4497.0
municipal,Quindío,Calarcá,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,313.0
municipal,Quindío,Calarcá,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,6.0
municipal,Quindío,Calarcá,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,15.0
municipal,Quindío,Calarcá,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,86.0
municipal,Quindío,Calarcá,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,6.0
municipal,Quindío,Calarcá,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Calarcá,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Circasia,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Circasia,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,25.0
municipal,Quindío,Circasia,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Circasia,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Circasia,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,1975.0
municipal,Quindío,Circasia,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,653.0
municipal,Quindío,Circasia,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,282.0
municipal,Quindío,Circasia,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Circasia,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Circasia,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,7.0
municipal,Quindío,Circasia,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,94.0
municipal,Quindío,Circasia,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Circasia,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Circasia,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,1021.0
municipal,Quindío,Córdoba,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,990.0
municipal,Quindío,Córdoba,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,31.0
municipal,Quindío,Córdoba,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Córdoba,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,5.0
municipal,Quindío,Córdoba,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,28.0
municipal,Quindío,Córdoba,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,7.0
municipal,Quindío,Córdoba,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Córdoba,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,2.0
municipal,Quindío,Filandia,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Filandia,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Filandia,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Filandia,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Filandia,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,1412.0
municipal,Quindío,Filandia,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,1301.0
municipal,Quindío,Filandia,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,111.0
municipal,Quindío,Filandia,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Filandia,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,2.0
municipal,Quindío,Filandia,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,19.0
municipal,Quindío,Filandia,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,127.0
municipal,Quindío,Filandia,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,12.0
municipal,Quindío,Filandia,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Filandia,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,2.0
municipal,Quindío,Génova,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,1406.0
municipal,Quindío,Génova,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,1406.0
municipal,Quindío,Génova,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,7.0
municipal,Quindío,Génova,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Génova,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,20.0
municipal,Quindío,Génova,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,24.0
municipal,Quindío,Génova,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Génova,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Génova,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,La Tebaida,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,La Tebaida,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,25.0
municipal,Quindío,La Tebaida,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,La Tebaida,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,La Tebaida,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,1203.0
municipal,Quindío,La Tebaida,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,727.0
municipal,Quindío,La Tebaida,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,28.0
municipal,Quindío,La Tebaida,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,La Tebaida,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Quindío,La Tebaida,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,14.0
municipal,Quindío,La Tebaida,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,106.0
municipal,Quindío,La Tebaida,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,La Tebaida,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,La Tebaida,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Montenegro,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Montenegro,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,25.0
municipal,Quindío,Montenegro,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Montenegro,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Montenegro,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,4106.0
municipal,Quindío,Montenegro,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,3774.0
municipal,Quindío,Montenegro,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,732.0
municipal,Quindío,Montenegro,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Montenegro,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,4.0
municipal,Quindío,Montenegro,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,29.0
municipal,Quindío,Montenegro,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,203.0
municipal,Quindío,Montenegro,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,7.0
municipal,Quindío,Montenegro,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Montenegro,Infraestructura,3is_acueductos,"Acueductos afectados (3iS, oficial)",Número,3iS-Sheets,1.0
municipal,Quindío,Pijao,Impacto humano,3is_fallecidos,"Fallecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Impacto humano,3is_heridos,"Heridos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Impacto humano,3is_desaparecidos,"Desaparecidos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Impacto humano,3is_rescatados,"Rescatados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Impacto humano,3is_familias,"Familias afectadas (3iS, oficial)",Número,3iS-Sheets,764.0
municipal,Quindío,Pijao,Vivienda,3is_vivaveriadas,"Viviendas averiadas (3iS, oficial)",Número,3iS-Sheets,743.0
municipal,Quindío,Pijao,Vivienda,3is_vivdestruidas,"Viviendas destruidas (3iS, oficial)",Número,3iS-Sheets,19.0
municipal,Quindío,Pijao,Vivienda,3is_colapsos,"Colapsos (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Salud,3is_salud,"Puntos de salud afectados (3iS, oficial)",Número,3iS-Sheets,0.0
municipal,Quindío,Pijao,Educación,3is_educativos,"Puntos educativos afectados (3iS, oficial)",Número,3iS-Sheets,4.0
municipal,Quindío,Pijao,Instituciones,3is_comunitarios,"Puntos comunitarios afectados (3iS, oficial)",Número,3iS-Sheets,5.0
municipal,Quindío,Pijao,Infraestructura,3is_vias,"Vías afectadas (3iS, oficial)",Número,3iS-Sheets,3.0
municipal,Quindío,Pijao,Infraestructura,3is_aeropuertos,"Aeropuertos afectados (3iS, oficial)",Número,3iS-Sheets,0.0
