Código DANE;Sede;Severidad;Estado físico;Matrícula total;Aporte % ETC;Sector;Zona;Primera infancia;Primaria;Secundaria;Media;Adultos;Municipio;Docentes;Directivos docentes;Secretaría;Departamento;En Decreto 1171 de 2026;Organizaciones aliadas
227615001249;SEDE BALSITA;1;Bajo;6;0.0053;OFICIAL;RURAL;0;6;0;0;0;Riosucio;1;;Choco;Chocó;SI;
227025001456;SEDE DE PUERTO VALENCIA;1;Bajo;6;0.0053;OFICIAL;RURAL;0;6;0;0;0;Alto Baudó;1;;Choco;Chocó;SI;
227001000343;SEDE EL TAMBO;1;Bajo;6;0.0163;OFICIAL;RURAL;0;6;0;0;0;Quibdó;1;;Quibdó;Chocó;SI;
227001003369;SEDE SAN PEDRO CLAVER;1;Bajo;6;0.0163;OFICIAL;RURAL;0;6;0;0;0;Quibdó;1;;Quibdó;Chocó;SI;
227491000931;SEDE SALSA ADENTRO;3;Crítico;5;0.0044;OFICIAL;RURAL;0;5;0;0;0;Nóvita;1;;Choco;Chocó;SI;
227787000295;SEDE PROFUNDO;3;Crítico;5;0.0044;OFICIAL;RURAL;2;3;0;0;0;Tadó;1;;Choco;Chocó;SI;
227615001168;SEDE NUEVA BARSOVIA;2;Moderado;5;0.0044;OFICIAL;RURAL;0;5;0;0;0;Riosucio;1;;Choco;Chocó;SI;
227001000726;SEDE EL JAGUO;1;Bajo;5;0.0136;OFICIAL;RURAL;0;5;0;0;0;Quibdó;1;;Quibdó;Chocó;SI;
227077001691;SEDE CESAR CONTO;1;Bajo;5;0.0044;OFICIAL;RURAL;0;5;0;0;0;Bajo Baudó;1;;Choco;Chocó;SI;
227001001846;SEDE DE GITRADO;1;Bajo;5;0.0136;OFICIAL;RURAL;2;3;0;0;0;Quibdó;1;;Quibdó;Chocó;SI;
227001000483;SEDE REAL DE TANANDO;2;Moderado;4;0.0035;OFICIAL;RURAL;0;4;0;0;0;Atrato;1;;Choco;Chocó;SI;
227077000113;SEDE SIMON BOLIVAR;2;Moderado;4;0.0035;OFICIAL;RURAL;0;4;0;0;0;Bajo Baudó;1;;Choco;Chocó;SI;
227787000279;SEDE LA ESPERANZA;1;Bajo;4;0.0035;OFICIAL;RURAL;1;3;0;0;0;Tadó;1;;Choco;Chocó;SI;
227077001969;SEDE SAN LUIS LA LOMA;2;Moderado;3;0.0026;OFICIAL;RURAL;0;3;0;0;0;Medio Baudó;1;;Choco;Chocó;SI;
227491000826;SEDE EL CHORRO;2;Moderado;3;0.0026;OFICIAL;RURAL;0;3;0;0;0;Nóvita;1;;Choco;Chocó;SI;
227001000327;SEDE SAN MARTIN DE PURRE;1;Bajo;3;0.0026;OFICIAL;RURAL;0;3;0;0;0;Atrato;3;;Choco;Chocó;SI;
227787000261;SEDE MARIA AUXIL MANUNGARA;1;Bajo;3;0.0026;OFICIAL;RURAL;0;3;0;0;0;Tadó;1;;Choco;Chocó;SI;
227615001923;SEDE EL BENDITO;1;Bajo;2;0.0018;OFICIAL;RURAL;0;2;0;0;0;Riosucio;;;Choco;Chocó;SI;
227245000396;SEDE EL LAMENTO;2;Moderado;1;0.0009;OFICIAL;RURAL;0;1;0;0;0;El Carmen de Atrato;;;Choco;Chocó;SI;
227001000319;SEDE ALTAGRACIA;1;Bajo;1;0.0027;OFICIAL;RURAL;0;1;0;0;0;Quibdó;;;Quibdó;Chocó;SI;
